3 1	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0.002	0	0	0.001	0	0.001	0	0	0.001	0.005	0	0.007	0.006	0.009	0.021	0.026	0.021	0.028	0.097	0.022	0.049	0.141	0.033	0.068	0.196	0.025	0.043	0.033	0.013	0.028	0.017	0.003	0.025	0.044	0.001	0.013	0.007	0	0.001	0.004	0	0	0.001	0	0	0	0.001	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3 2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0.001	0.002	0.002	0.01	0.019	0.014	0.06	0.088	0.09	0.092	0.353	0.105	0.084	0.029	0.039	0.001	0.002	0.001	0	0.001	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3 3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013	0	0.001	0	0	0	0.003	0.001	0	0.022	0.004	0.012	0.025	0	0.006	0.01	0.003	0.015	0.024	0.006	0.013	0.682	0.013	0.006	0.024	0.015	0.003	0.01	0.006	0	0.025	0.012	0.004	0.022	0	0.001	0.003	0	0	0	0.001	0	0.013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3 4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0.001	0.001	0.001	0.002	0.001	0.049	0.019	0.065	0.125	0.487	0.074	0.091	0.04	0.022	0.004	0.006	0.002	0	0.003	0	0	0.001	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0
3 5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0.001	0	0	0.001	0.001	0.001	0.004	0	0.003	0.006	0.001	0.041	0.019	0.04	0.116	0.316	0.07	0.063	0.151	0.035	0.009	0.064	0.006	0.005	0.006	0.003	0.004	0.006	0.003	0	0.009	0.001	0.001	0.002	0	0.001	0.001	0	0	0.003	0.001	0.001	0.001	0	0	0.001	0.001	0	0	0.001	0	0	0	0	0.001	0
4 1	0.001	0.004	0	0	0.001	0	0	0	0	0	0	0	0.001	0.002	0	0.002	0.002	0	0.004	0.002	0.002	0.007	0.006	0.001	0.007	0.099	0.008	0.045	0.054	0.024	0.061	0.093	0.045	0.043	0.139	0.03	0.031	0.121	0.007	0.014	0.024	0.007	0.008	0.033	0.002	0.011	0.008	0.001	0.009	0.016	0	0.008	0.004	0.001	0.003	0.002	0.001	0	0.003	0	0	0	0.002	0	0	0	0	0.001	0	0	0.001	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4 2	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0.001	0	0	0.001	0.001	0.003	0	0.001	0.001	0.001	0.003	0.003	0.004	0.012	0.034	0.013	0.055	0.214	0.06	0.076	0.297	0.105	0.044	0.018	0.031	0.002	0.006	0.004	0.001	0.001	0.001	0	0	0	0	0.001	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4 3	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0.001	0	0	0.003	0	0.002	0.006	0.004	0.022	0.04	0.091	0.074	0.487	0.125	0.065	0.019	0.049	0.001	0.002	0.001	0.001	0.001	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4 4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.004	0.007	0	0.004	0	0	0.004	0	0.004	0	0.018	0	0.007	0.025	0.007	0.011	0.014	0.014	0.004	0.014	0.043	0.04	0.561	0.04	0.043	0.014	0.004	0.014	0.014	0.011	0.007	0.025	0.007	0	0.018	0	0.004	0	0.004	0	0	0.004	0	0.007	0.004	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4 5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0.001	0	0	0.001	0	0.001	0.001	0.001	0.002	0.005	0.003	0.019	0.018	0.042	0.114	0.393	0.058	0.081	0.091	0.032	0.01	0.022	0.007	0.005	0.034	0.002	0.001	0.002	0.012	0	0.005	0.003	0	0.014	0	0	0.001	0.001	0	0.002	0	0	0.001	0.001	0.001	0.007	0	0	0.001	0	0	0	0	0	0.001	0	0	0	0
5 1	0.002	0.01	0.002	0	0.005	0	0.004	0.004	0.001	0.002	0.005	0.002	0.002	0.012	0.002	0.008	0.025	0.003	0.01	0.016	0.006	0.009	0.03	0.011	0.012	0.348	0.014	0.024	0.075	0.035	0.027	0.084	0.028	0.017	0.096	0.008	0.004	0.018	0.001	0.002	0.006	0.003	0.001	0.004	0.001	0.001	0.008	0.002	0	0.001	0	0	0.001	0.001	0	0.001	0.001	0	0.001	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5 2	0.001	0.003	0.001	0	0.001	0	0.001	0.001	0	0	0.002	0.002	0.001	0.005	0.001	0.004	0.006	0	0.002	0.003	0.002	0.001	0.004	0.002	0.002	0.019	0.002	0.008	0.021	0.037	0.042	0.078	0.063	0.032	0.255	0.055	0.017	0.223	0.038	0.01	0.012	0.024	0.002	0.006	0.004	0.001	0.004	0.001	0	0.001	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5 3	0	0.001	0	0	0	0	0.001	0	0	0.001	0.001	0	0	0.001	0.001	0.001	0.003	0	0	0.001	0.001	0	0.002	0.001	0.001	0.009	0	0.003	0.006	0.004	0.003	0.006	0.005	0.006	0.064	0.009	0.035	0.151	0.063	0.07	0.316	0.116	0.04	0.019	0.041	0.001	0.006	0.003	0	0.004	0.001	0.001	0.001	0	0	0.001	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5 4	0	0	0	0	0.001	0	0	0	0	0	0.001	0	0	0.007	0.001	0.001	0.001	0	0	0.002	0	0.001	0.001	0	0	0.014	0	0.003	0.005	0	0.012	0.002	0.001	0.002	0.034	0.005	0.007	0.022	0.01	0.032	0.091	0.081	0.058	0.393	0.114	0.042	0.018	0.019	0.003	0.005	0.002	0.001	0.001	0.001	0	0.001	0	0	0.001	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5 5	0.001	0.001	0	0	0.002	0	0	0.002	0	0.005	0	0	0.001	0.018	0.001	0.017	0.003	0	0	0	0.001	0	0.002	0	0.002	0.089	0	0.005	0.002	0	0.046	0.018	0.006	0.004	0.066	0.008	0.014	0.042	0.003	0.003	0.003	0.005	0.012	0.026	0.006	0.007	0.162	0.007	0.006	0.026	0.012	0.005	0.003	0.003	0.003	0.042	0.014	0.008	0.066	0.004	0.006	0.018	0.046	0	0.002	0.005	0	0.089	0.002	0	0.002	0	0.001	0	0	0	0.003	0.017	0.001	0.018	0.001	0	0	0.005	0	0.002	0	0	0.002	0	0	0.001	0.001
### Output Prob Left
1 1	0.001	0.002	0	0	0.002	0	0	0	0	0	0	0.002	0	0.002	0	0	0	0	0	0	0	0	0.001	0	0	0.016	0	0	0.006	0	0.004	0.01	0.003	0.002	0.019	0.005	0.001	0.023	0.002	0.008	0.012	0.007	0.022	0.104	0.02	0.017	0.41	0.017	0.02	0.104	0.022	0.007	0.012	0.008	0.002	0.023	0.001	0.005	0.019	0.002	0.003	0.01	0.004	0	0.006	0	0	0.016	0	0	0.001	0	0	0	0	0	0	0	0	0.002	0	0.002	0	0	0	0	0	0	0.002	0	0	0.002	0.001
1 2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0.001	0.001	0	0.003	0.004	0.003	0.01	0.031	0.01	0.031	0.108	0.049	0.045	0.132	0.081	0.04	0.208	0.069	0.013	0.023	0.056	0.002	0.021	0.03	0.001	0.005	0.009	0.001	0.003	0.002	0.001	0.001	0	0	0	0.001	0	0	0.001	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1 3	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0.002	0	0	0.001	0	0	0	0.001	0	0.005	0.001	0.009	0.006	0.007	0.021	0.026	0.021	0.022	0.097	0.028	0.033	0.141	0.049	0.025	0.196	0.068	0.013	0.033	0.043	0.003	0.017	0.028	0.001	0.044	0.025	0	0.007	0.013	0	0.004	0.001	0	0.001	0	0.001	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1 4	0	0.004	0.001	0	0.001	0	0	0	0	0	0	0	0	0.002	0.001	0	0.002	0.002	0.002	0.002	0.004	0.001	0.006	0.007	0.008	0.099	0.007	0.024	0.054	0.045	0.045	0.093	0.061	0.03	0.139	0.043	0.007	0.121	0.031	0.007	0.024	0.014	0.002	0.033	0.008	0.001	0.008	0.011	0	0.016	0.009	0.001	0.004	0.008	0.001	0.002	0.003	0	0.003	0	0.002	0	0	0	0	0	0	0.001	0	0	0.001	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1 5	0.002	0.01	0.002	0	0.005	0	0.001	0.004	0.004	0.002	0.005	0.002	0.002	0.012	0.002	0.003	0.025	0.008	0.006	0.016	0.01	0.011	0.03	0.009	0.014	0.348	0.012	0.035	0.075	0.024	0.028	0.084	0.027	0.008	0.096	0.017	0.001	0.018	0.004	0.003	0.006	0.002	0.001	0.004	0.001	0.002	0.008	0.001	0	0.001	0	0.001	0.001	0	0.001	0.001	0	0	0.001	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0.001	0	0	0.001	0	0	0	0.001	0.001	0.002	0.003	0.001	0.009	0.005	0.001	0.03	0.021	0.002	0.056	0.023	0.013	0.069	0.208	0.04	0.081	0.132	0.045	0.049	0.108	0.031	0.01	0.031	0.01	0.003	0.004	0.003	0	0.001	0.001	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2 2	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0.001	0.001	0	0	0.011	0.001	0.001	0.004	0	0.001	0.001	0.002	0.001	0.004	0.001	0.006	0.02	0.012	0.007	0.016	0.009	0.014	0.031	0.014	0.009	0.656	0.009	0.014	0.031	0.014	0.009	0.016	0.007	0.012	0.02	0.006	0.001	0.004	0.001	0.002	0.001	0.001	0	0.004	0.001	0.001	0.011	0	0	0.001	0.001	0	0	0	0	0	0	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0.001
2 3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.002	0	0.002	0.002	0.001	0.014	0.019	0.01	0.09	0.088	0.06	0.105	0.353	0.092	0.039	0.029	0.084	0.001	0.002	0.001	0	0.001	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2 4	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0.001	0	0	0.001	0	0	0	0.003	0.001	0.001	0.001	0.001	0.004	0.003	0.003	0.013	0.034	0.012	0.06	0.214	0.055	0.105	0.297	0.076	0.031	0.018	0.044	0.004	0.006	0.002	0.001	0.001	0.001	0	0	0	0	0.001	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2 5	0.001	0.003	0.001	0	0.001	0	0	0.001	0.001	0.002	0.002	0	0.001	0.005	0.001	0	0.006	0.004	0.002	0.003	0.002	0.002	0.004	0.001	0.002	0.019	0.002	0.037	0.021	0.008	0.063	0.078	0.042	0.055	0.255	0.032	0.038	0.223	0.017	0.024	0.012	0.01	0.004	0.006	0.002	0.001	0.004	0.001	0	0.001	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0.001	0	0.001	0	0.001	0.004	0	0.013	0.007	0	0.025	0.044	0.001	0.028	0.017	0.003	0.043	0.033	0.013	0.068	0.196	0.025	0.049	0.141	0.033	0.028	0.097	0.022	0.021	0.026	0.021	0.007	0.006	0.009	0.001	0.005	0	0.001	0	0	0	0.001	0	0	0.002	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0
3 2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0.001	0	0.001	0.002	0.001	0.084	0.029	0.039	0.092	0.353	0.105	0.06	0.088	0.09	0.01	0.019	0.014	0.001	0.002	0.002	0	0.002	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3 3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.013	0	0	0	0.001	0.001	0.003	0	0.004	0.022	0	0	0.025	0.012	0.003	0.01	0.006	0.006	0.024	0.015	0.013	0.682	0.013	0.015	0.024	0.006	0.006	0.01	0.003	0.012	0.025	0	0	0.022	0.004	0	0.003	0.001	0.001	0	0	0	0.013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3 4	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0.001	0	0	0.003	0	0.004	0.006	0.002	0.091	0.04	0.022	0.125	0.487	0.074	0.049	0.019	0.065	0.001	0.002	0.001	0	0.001	0.001	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3 5	0	0.001	0	0	0	0	0	0	0.001	0	0.001	0.001	0.001	0.001	0	0	0.003	0.001	0.001	0.001	0	0.001	0.002	0	0	0.009	0.001	0.004	0.006	0.003	0.005	0.006	0.003	0.009	0.064	0.006	0.063	0.151	0.035	0.116	0.316	0.07	0.041	0.019	0.04	0.003	0.006	0.001	0.001	0.004	0	0	0.001	0.001	0	0.001	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0.001	0	0	0.001	0	0	0	0	0	0	0.002	0	0.003	0	0.003	0.002	0.001	0.008	0.004	0.001	0.009	0.016	0	0.011	0.008	0.001	0.008	0.033	0.002	0.014	0.024	0.007	0.031	0.121	0.007	0.043	0.139	0.03	0.061	0.093	0.045	0.045	0.054	0.024	0.007	0.099	0.008	0.007	0.006	0.001	0.004	0.002	0.002	0.002	0.002	0	0.001	0.002	0	0	0	0	0	0	0	0	0.001	0	0.001	0.004	0
4 2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0.001	0	0	0	0	0.001	0.001	0.001	0.002	0.006	0.004	0.044	0.018	0.031	0.076	0.297	0.105	0.055	0.214	0.06	0.012	0.034	0.013	0.003	0.003	0.004	0.001	0.001	0.001	0.001	0.003	0	0	0	0.001	0	0	0.001	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0
4 3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0.001	0.001	0	0.001	0.002	0.001	0.065	0.019	0.049	0.074	0.487	0.125	0.022	0.04	0.091	0.002	0.006	0.004	0	0.003	0	0	0.001	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0
4 4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.007	0.004	0	0	0.004	0.004	0	0.004	0	0.018	0	0.007	0.025	0.007	0.014	0.014	0.011	0.043	0.014	0.004	0.04	0.561	0.04	0.004	0.014	0.043	0.011	0.014	0.014	0.007	0.025	0.007	0	0.018	0	0.004	0	0.004	0.004	0	0	0.004	0.007	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4 5	0	0	0	0	0.001	0	0	0	0	0	0.001	0	0.001	0.007	0	0	0.001	0.001	0	0.002	0	0	0.001	0.001	0	0.014	0	0	0.005	0.003	0.001	0.002	0.012	0.005	0.034	0.002	0.01	0.022	0.007	0.081	0.091	0.032	0.114	0.393	0.058	0.019	0.018	0.042	0.002	0.005	0.003	0.001	0.001	0.001	0	0.001	0	0	0.001	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5 1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0	0	0	0.001	0	0	0.001	0.001	0	0.001	0.001	0	0.001	0	0.001	0.008	0.002	0.001	0.004	0.001	0.002	0.006	0.003	0.004	0.018	0.001	0.017	0.096	0.008	0.027	0.084	0.028	0.024	0.075	0.035	0.012	0.348	0.014	0.009	0.03	0.011	0.01	0.016	0.006	0.008	0.025	0.003	0.002	0.012	0.002	0.002	0.005	0.002	0.004	0.004	0.001	0	0.005	0	0.002	0.01	0.002
5 2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.001	0	0	0	0	0	0.001	0	0.001	0.004	0.001	0.002	0.006	0.004	0.01	0.012	0.024	0.017	0.223	0.038	0.032	0.255	0.055	0.042	0.078	0.063	0.008	0.021	0.037	0.002	0.019	0.002	0.001	0.004	0.002	0.002	0.003	0.002	0.004	0.006	0	0.001	0.005	0.001	0	0.002	0.002	0.001	0.001	0	0	0.001	0	0.001	0.003	0.001
